,consignmentId,eventTransactionId,eventName,senderOrgName,originatorId,originatorName,carrierBookingNumber,eventType,sentFromInternal,subEvType,eventOccurrenceTime,vehicleId,voyageId,transportationPhase,terminal,terminalDescription,transportPlanIssuanceTime,transportPlanSequenceNumber,transportPlanTotalNumber,fullStatus,locationType,locationValue,locationDescription,status,consignmentCreationTime,consignmentUpdateTime,createdBy,dateTimeType,transportmeans,milestone
16,a891b64d-d29f-4ef2-88ad-9ec4c88e0833,39d32627-449a-440b-8f0e-d7f5416702aa,Actual gate out,Maersk,MAEU,Maersk Line,969626223,actualGateOut,0,TransportEv,2019-10-16 06:44:00,MEITRK,,Import,BEANR-K1742,,2021-05-14 15:21:19,,,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-09-17 23:32:06,Maersk,actual,,end
17,a891b64d-d29f-4ef2-88ad-9ec4c88e0833,baaf4833-8a1a-4275-8395-d3d669d49a04,Actual discharge from vessel,Maersk,MAEU,Maersk Line,969626223,actualDischargeFromVessel,0,TransportEv,2019-10-15 09:34:00,9225653,939E,Import,,,2021-05-14 15:21:19,,,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-09-17 23:32:06,Maersk,actual,Vessel,end
18,a891b64d-d29f-4ef2-88ad-9ec4c88e0833,f99a5b51-039e-4f69-8238-2e11764f4835,Actual gate in,Maersk,MAEU,Maersk Line,969626223,actualGateIn,0,TransportEv,2019-10-18 10:22:00,,,Import,,,2021-05-14 15:21:19,,,Empty,UN/Locode,BEKOU,"Kallo, BE",Active,2021-05-13 21:23:04,2019-09-17 23:32:06,Maersk,actual,,start
19,a891b64d-d29f-4ef2-88ad-9ec4c88e0833,f1ea0631-284d-4241-8b31-943b4787d589,Actual gate out,Maersk,MAEU,Maersk Line,969626223,actualGateOut,0,TransportEv,2019-10-17 14:41:00,MHATRK,,Import,,,2021-05-14 15:21:19,,,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-09-17 23:32:06,Maersk,actual,,end
20,58fe0cb6-3efb-47a1-936b-f1319c45d967,5b91a0e3-01f1-46c3-910b-eef0fb3e33a0,Planned vessel departure,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselDeparture,0,TransportEv,2019-09-22 18:00:00,9647473,937W,Export,CNYTNYICT,,2019-09-17 23:30:08,1.0,2.0,Full,UN/Locode,CNYTN,"Yantian Pt, CN",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,end
21,58fe0cb6-3efb-47a1-936b-f1319c45d967,70c81bf4-13c2-4add-b396-ff5447571c21,Planned vessel arrival,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselArrival,0,TransportEv,2019-10-24 02:00:00,9647473,937W,Export,BEANR1742,,2019-09-17 23:30:08,2.0,2.0,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,start
22,58fe0cb6-3efb-47a1-936b-f1319c45d967,6d3d0e87-4a16-446b-bb72-dba5f7a1126e,Planned vessel departure,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselDeparture,0,TransportEv,2019-09-22 18:00:00,9647473,937W,Export,CNYTNYICT,,2019-09-19 13:25:02,1.0,2.0,Full,UN/Locode,CNYTN,"Yantian Pt, CN",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,end
23,58fe0cb6-3efb-47a1-936b-f1319c45d967,4dc932b0-8d30-4354-9387-eea92833085b,Planned vessel arrival,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselArrival,0,TransportEv,2019-10-24 02:00:00,9647473,937W,Export,BEANR1742,,2019-09-19 13:25:02,2.0,2.0,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,start
24,58fe0cb6-3efb-47a1-936b-f1319c45d967,c4e20493-aa84-4e1e-bf22-347673eab9dd,Planned vessel departure,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselDeparture,0,TransportEv,2019-09-22 18:00:00,9647473,937W,Export,CNYTNYICT,,2019-09-20 09:31:06,1.0,2.0,Full,UN/Locode,CNYTN,"Yantian Pt, CN",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,end
25,58fe0cb6-3efb-47a1-936b-f1319c45d967,cd79723a-ad63-4cf2-95e6-6ccef0b5ccaf,Planned vessel arrival,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselArrival,0,TransportEv,2019-10-24 02:00:00,9647473,937W,Export,BEANR1742,,2019-09-20 09:31:06,2.0,2.0,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,start
26,58fe0cb6-3efb-47a1-936b-f1319c45d967,07865631-d3e0-4710-98ac-698fbed56a7d,Planned vessel departure,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselDeparture,0,TransportEv,2019-09-22 18:00:00,9647473,937W,Export,CNYTNYICT,,2019-09-21 18:25:08,1.0,2.0,Full,UN/Locode,CNYTN,"Yantian Pt, CN",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,end
27,58fe0cb6-3efb-47a1-936b-f1319c45d967,0cce327f-bbac-4ab0-8bc6-356be0c26955,Planned vessel arrival,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselArrival,0,TransportEv,2019-10-24 02:00:00,9647473,937W,Export,BEANR1742,,2019-09-21 18:25:08,2.0,2.0,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,start
28,58fe0cb6-3efb-47a1-936b-f1319c45d967,0392ab42-2906-4de0-84ff-8cdbc887a838,Planned vessel departure,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselDeparture,0,TransportEv,2019-09-22 13:02:00,9647473,937W,Export,CNYTNYICT,,2019-09-22 14:25:06,1.0,2.0,Full,UN/Locode,CNYTN,"Yantian Pt, CN",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,end
29,58fe0cb6-3efb-47a1-936b-f1319c45d967,dc9e1509-21aa-43e6-90b6-2f6feae74bdf,Planned vessel arrival,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselArrival,0,TransportEv,2019-10-24 02:00:00,9647473,937W,Export,BEANR1742,,2019-09-22 14:25:06,2.0,2.0,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,start
30,58fe0cb6-3efb-47a1-936b-f1319c45d967,ef8246d7-08f2-48b7-bd43-c4b6fa345d65,Planned vessel departure,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselDeparture,0,TransportEv,2019-09-22 13:02:00,9647473,937W,Export,CNYTNYICT,,2019-10-23 21:27:00,1.0,2.0,Full,UN/Locode,CNYTN,"Yantian Pt, CN",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,end
31,58fe0cb6-3efb-47a1-936b-f1319c45d967,2abd2dec-0f7a-43b7-a6ac-33b6c684a768,Planned vessel arrival,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselArrival,0,TransportEv,2019-10-23 20:12:00,9647473,937W,Import,BEANR1742,,2019-10-23 21:27:00,2.0,2.0,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,start
32,58fe0cb6-3efb-47a1-936b-f1319c45d967,2a967e25-ebcd-49ee-84c4-8841311aa576,Planned vessel arrival,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselArrival,0,TransportEv,2019-10-23 20:12:00,9647473,937W,Import,BEANR1742,,2019-10-25 14:29:04,2.0,2.0,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,start
33,58fe0cb6-3efb-47a1-936b-f1319c45d967,72c6a1d6-2428-44b3-8deb-a214c5242cba,Planned vessel departure,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselDeparture,0,TransportEv,2019-09-22 13:02:00,9647473,937W,Export,CNYTNYICT,,2019-10-25 14:29:04,1.0,2.0,Full,UN/Locode,CNYTN,"Yantian Pt, CN",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,end
34,58fe0cb6-3efb-47a1-936b-f1319c45d967,77b018ea-119e-45a3-8d11-716899ed664a,Planned vessel departure,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselDeparture,0,TransportEv,2019-09-22 13:02:00,9647473,937W,Export,CNYTNYICT,,2019-10-28 12:29:04,1.0,2.0,Full,UN/Locode,CNYTN,"Yantian Pt, CN",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,end
35,58fe0cb6-3efb-47a1-936b-f1319c45d967,f0e41fc2-1448-4b6b-b3dd-b4955587f64f,Planned vessel arrival,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,plannedVesselArrival,0,TransportEv,2019-10-23 20:12:00,9647473,937W,Import,BEANR1742,,2019-10-28 12:29:04,2.0,2.0,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,planned,Vessel,start
36,58fe0cb6-3efb-47a1-936b-f1319c45d967,9695f4d0-a10b-45f7-a0e1-73d8bf8356e3,Actual gate out,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,actualGateOut,0,TransportEv,2019-09-18 06:22:00,TRUCK,,Export,,,2021-05-14 15:21:19,,,Empty,UN/Locode,CNYTN,"Yantian Pt, CN",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,actual,,end
37,58fe0cb6-3efb-47a1-936b-f1319c45d967,b8822f28-ffe1-481e-8cdf-e361c887313b,Actual gate in,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,actualGateIn,0,TransportEv,2019-09-19 11:55:00,,,Export,,,2021-05-14 15:21:19,,,Full,UN/Locode,CNYTN,"Yantian Pt, CN",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,actual,,start
38,58fe0cb6-3efb-47a1-936b-f1319c45d967,fb4b1610-42f3-4444-b9d5-891e1815c031,Actual loaded on vessel,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,actualLoadedOnVessel,0,TransportEv,2019-09-22 01:15:00,9647473,937W,Export,,,2021-05-14 15:21:19,,,Full,UN/Locode,CNYTN,"Yantian Pt, CN",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,actual,Vessel,start
39,58fe0cb6-3efb-47a1-936b-f1319c45d967,31a25d26-4ef2-4259-bc86-8cfa2ac52ae5,Actual vessel departure,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,actualVesselDeparture,0,TransportEv,2019-09-22 21:02:00,9647473,937W,Export,,,2021-05-14 15:21:19,,,Full,UN/Locode,CNYTN,"Yantian Pt, CN",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,actual,Vessel,end
40,58fe0cb6-3efb-47a1-936b-f1319c45d967,354ae645-9d5d-49f3-906b-ad418efca57a,Actual vessel arrival,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,actualVesselArrival,0,TransportEv,2019-10-23 22:12:00,9647473,937W,Import,,,2021-05-14 15:21:19,,,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,actual,Vessel,start
41,58fe0cb6-3efb-47a1-936b-f1319c45d967,daa0953d-2cb1-497d-9552-e5e907e5cf53,Actual discharge from vessel,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,actualDischargeFromVessel,0,TransportEv,2019-10-24 10:22:00,9647473,937W,Export,,,2021-05-14 15:21:19,,,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,actual,Vessel,end
42,58fe0cb6-3efb-47a1-936b-f1319c45d967,0331cf1a-cf3d-4f89-b793-e30c7196e22d,Actual discharge from vessel,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,actualDischargeFromVessel,0,TransportEv,2019-10-24 10:22:00,9647473,937W,Export,,,2021-05-14 15:21:19,,,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,actual,Vessel,end
43,58fe0cb6-3efb-47a1-936b-f1319c45d967,02d0b269-ddc5-42bb-aff3-0d13b8e31aba,Actual gate out,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,actualGateOut,0,TransportEv,2019-10-25 14:57:00,,,Import,,,2021-05-14 15:21:19,,,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,actual,,end
44,58fe0cb6-3efb-47a1-936b-f1319c45d967,855e877b-be6e-41e1-847a-025398105201,Actual gate in,Hamburg SÃ¼d,SUDU,Hamburg Sud,9KSZ065376,actualGateIn,0,TransportEv,2019-10-28 12:43:00,,,Import,,,2021-05-14 15:21:19,,,Empty,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-10-28 12:30:41,Hamburg SÃ¼d,actual,,start
45,9d987980-d9f9-4e10-aa11-8e9ca7808df6,49df0ad3-40f6-40f0-925a-0392e30254a7,Planned gate out,Hamburg SÃ¼d,SUDU,Hamburg Sud,9FRA005013,plannedGateOut,0,TransportEv,2019-09-06 18:00:00,,,Export,DEKLTL5SO,,2019-09-05 13:28:03,1.0,6.0,Full,UN/Locode,DEKLT,"Kaiserslautern, RP, DE",Active,2021-05-13 21:23:04,2019-11-07 13:26:17,Hamburg SÃ¼d,planned,,end
46,9d987980-d9f9-4e10-aa11-8e9ca7808df6,b7e72e10-d85f-4610-8ae5-a858fce27a11,Planned gate in,Hamburg SÃ¼d,SUDU,Hamburg Sud,9FRA005013,plannedGateIn,0,TransportEv,2019-09-06 20:00:00,,,Export,DEMAIFRAN,,2019-09-05 13:28:03,2.0,6.0,Full,UN/Locode,DEMAI,"Mainz, RP, DE",Active,2021-05-13 21:23:04,2019-11-07 13:26:17,Hamburg SÃ¼d,planned,,start
47,9d987980-d9f9-4e10-aa11-8e9ca7808df6,037de86b-4e6e-46b0-9117-512d5b62e435,Planned barge departure,Hamburg SÃ¼d,SUDU,Hamburg Sud,9FRA005013,plannedBargeDeparture,0,TransportEv,2019-09-06 20:00:00,,,Export,DEMAIFRAN,,2019-09-05 13:28:03,3.0,6.0,Full,UN/Locode,DEMAI,"Mainz, RP, DE",Active,2021-05-13 21:23:04,2019-11-07 13:26:17,Hamburg SÃ¼d,planned,Barge,end
48,9d987980-d9f9-4e10-aa11-8e9ca7808df6,be117cc0-1045-4a47-8e03-727205e6e101,Planned barge arrival,Hamburg SÃ¼d,SUDU,Hamburg Sud,9FRA005013,plannedBargeArrival,0,TransportEv,2019-09-09 06:00:00,,,Export,BEANR0869,,2019-09-05 13:28:03,4.0,6.0,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-11-07 13:26:17,Hamburg SÃ¼d,planned,Barge,start
49,9d987980-d9f9-4e10-aa11-8e9ca7808df6,2bac3847-4706-4e56-99db-6018d9c11465,Planned vessel departure,Hamburg SÃ¼d,SUDU,Hamburg Sud,9FRA005013,plannedVesselDeparture,0,TransportEv,2019-09-12 03:00:00,9622227,936S,Export,BEANR0869,,2019-09-05 13:28:03,5.0,6.0,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-11-07 13:26:17,Hamburg SÃ¼d,planned,Vessel,end
50,9d987980-d9f9-4e10-aa11-8e9ca7808df6,6eb85c1e-be07-47aa-93c5-48ba71d7f3e6,Planned vessel arrival,Hamburg SÃ¼d,SUDU,Hamburg Sud,9FRA005013,plannedVesselArrival,0,TransportEv,2019-09-28 07:00:00,9622227,936S,Export,BRSSZSANT,,2019-09-05 13:28:03,6.0,6.0,Full,UN/Locode,BRSSZ,"Santos, SP, BR",Active,2021-05-13 21:23:04,2019-11-07 13:26:17,Hamburg SÃ¼d,planned,Vessel,start
51,9d987980-d9f9-4e10-aa11-8e9ca7808df6,d8f1a47d-ebe9-4d20-9117-124ca0233bfd,Planned gate out,Hamburg SÃ¼d,SUDU,Hamburg Sud,9FRA005013,plannedGateOut,0,TransportEv,2019-09-06 18:00:00,,,Export,DEKLTL5SO,,2019-09-06 15:27:02,1.0,6.0,Full,UN/Locode,DEKLT,"Kaiserslautern, RP, DE",Active,2021-05-13 21:23:04,2019-11-07 13:26:17,Hamburg SÃ¼d,planned,,end
52,9d987980-d9f9-4e10-aa11-8e9ca7808df6,1e8f6fa5-ea77-4007-8d0c-6a2950039738,Planned gate in,Hamburg SÃ¼d,SUDU,Hamburg Sud,9FRA005013,plannedGateIn,0,TransportEv,2019-09-06 20:00:00,,,Export,DEMAIFRAN,,2019-09-06 15:27:02,2.0,6.0,Full,UN/Locode,DEMAI,"Mainz, RP, DE",Active,2021-05-13 21:23:04,2019-11-07 13:26:17,Hamburg SÃ¼d,planned,,start
53,9d987980-d9f9-4e10-aa11-8e9ca7808df6,b0ad8577-e66e-42b4-97bc-c934cc253253,Planned barge departure,Hamburg SÃ¼d,SUDU,Hamburg Sud,9FRA005013,plannedBargeDeparture,0,TransportEv,2019-09-06 20:00:00,,,Export,DEMAIFRAN,,2019-09-06 15:27:02,3.0,6.0,Full,UN/Locode,DEMAI,"Mainz, RP, DE",Active,2021-05-13 21:23:04,2019-11-07 13:26:17,Hamburg SÃ¼d,planned,Barge,end
54,9d987980-d9f9-4e10-aa11-8e9ca7808df6,6e825761-1775-44fe-a1d0-9829071f7174,Planned barge arrival,Hamburg SÃ¼d,SUDU,Hamburg Sud,9FRA005013,plannedBargeArrival,0,TransportEv,2019-09-09 06:00:00,,,Export,BEANR0869,,2019-09-06 15:27:02,4.0,6.0,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-11-07 13:26:17,Hamburg SÃ¼d,planned,Barge,start
55,9d987980-d9f9-4e10-aa11-8e9ca7808df6,e8a14f77-b559-43b3-aec6-5956af07014c,Planned vessel departure,Hamburg SÃ¼d,SUDU,Hamburg Sud,9FRA005013,plannedVesselDeparture,0,TransportEv,2019-09-12 12:00:00,9622227,936S,Export,BEANR0869,,2019-09-06 15:27:02,5.0,6.0,Full,UN/Locode,BEANR,"Antwerpen, BE",Active,2021-05-13 21:23:04,2019-11-07 13:26:17,Hamburg SÃ¼d,planned,Vessel,end
56,9d987980-d9f9-4e10-aa11-8e9ca7808df6,6b24bbbf-8972-4866-ac71-13afb5f6ba8d,Planned vessel arrival,Hamburg SÃ¼d,SUDU,Hamburg Sud,9FRA005013,plannedVesselArrival,0,TransportEv,2019-09-28 07:00:00,9622227,936S,Export,BRSSZSANT,,2019-09-06 15:27:02,6.0,6.0,Full,UN/Locode,BRSSZ,"Santos, SP, BR",Active,2021-05-13 21:23:04,2019-11-07 13:26:17,Hamburg SÃ¼d,planned,Vessel,start
